,cm_cd,IncomePA,cm_occup,E2Channel,IsKarvy,KRA YN,age,months_since_last_login,months_since_last_trade,dp_holding,total_logins_one_year,total_trades_one_year
32388,10628228,<=1L,S,CAT,0,N,27.0,2.815044987870692,2.815044987870692,0.0,21.0,14.0
32389,10666751,5_10L,S,CAT,0,Y,21.0,132.0,1.2051556677614492,0.0,1.0,1.0
32392,10079119,<=1L,P,CAT,0,N,30.0,132.0,0.9423165950905524,0.0,0.0,1.0
32410,10737034,<=1L,S,CAT,0,N,19.0,2.683625451535243,2.880754756038416,0.0,8.0,2.0
32426,11086124,5_10L,P,CAT,0,N,20.0,132.0,1.9279631176064151,0.0,0.0,1.0
32441,10890254,<=1L,S,CAT,0,N,19.0,2.979319408290002,2.0922375380257257,0.0,7.0,1.0
32475,111MUKES,<=1L,others,CAT,0,N,40.0,3.899256162638141,3.9649659308058647,0.0,35.0,2.0
32494,10505237,<=1L,S,CAT,0,N,18.0,0.8766068269228283,1.467994740432346,0.0,6.0,1.0
32546,12010739,5_10L,P,CAT,0,Y,21.0,2.617915683367519,5.574855250915108,0.0,986.0,24.0
32585,10615139,<=1L,P,CAT,0,N,35.0,132.0,132.0,0.0,0.0,0.0
32597,10615240,<=1L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
32604,11592368,1_5L,S,CAT,0,N,37.0,1.0080263632582769,1.467994740432346,0.0,183.0,48.0
32613,10841790,<=1L,S,CAT,0,N,21.0,2.683625451535243,2.683625451535243,0.0,6.0,2.0
32618,12418227,5_10L,P,CAT,0,Y,29.0,6.757631077934143,1.2051556677614492,0.0,46.0,3.0
32619,11173918,5_10L,S,CAT,0,N,22.0,132.0,1.7308338131032426,0.0,0.0,1.0
32626,10004614,<=1L,S,CAT,0,Y,28.0,1.862253349438691,2.880754756038416,0.0,60.0,2.0
32627,12369874,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
32636,10713929,<=1L,P,CAT,0,N,19.0,5.377725946411935,5.377725946411935,0.0,49.0,2.0
32649,10871308,5_10L,P,CAT,0,N,23.0,7.51329341186297,132.0,0.0,1.0,0.0
32650,10014512,5_10L,P,CAT,0,N,31.0,7.119034802856626,132.0,0.0,5.0,0.0
32662,10615337,5_10L,P,CAT,0,Y,28.0,132.0,132.0,0.0,0.0,0.0
32689,11073653,5_10L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
32696,11125445,5_10L,P,CAT,0,N,33.0,3.932111046722002,2.125092422109588,0.0,36.0,2.0
32697,10615319,<=1L,P,CAT,0,N,23.0,2.552205915199795,132.0,0.0,36.0,1.0
32707,123PARI0,1_5L,O,GL Investments,0,N,23.0,3.669271974051106,132.0,0.0,23.0,0.0
32717,11091757,<=1L,others,CAT,0,N,24.0,3.833546394470417,132.0,0.0,7.0,0.0
32728,11770999,1_5L,S,CAT,0,N,35.0,3.899256162638141,132.0,0.0,201.0,0.0
32733,11088600,<=1L,S,CAT,0,N,21.0,2.3550766106966226,2.4207863788643467,0.0,14.0,3.0
32752,10615343,5_10L,P,CAT,0,Y,49.0,6.6919213097664185,132.0,0.0,29.0,0.0
32776,10372089,<=1L,S,CAT,0,N,38.0,1.467994740432346,1.2708654359291731,0.0,44.0,1.0
32778,10582564,<=1L,S,CAT,0,N,25.0,4.129240351225175,4.52349896023152,0.0,19.0,2.0
32795,12344901,1_5L,S,CAT,0,N,22.0,10.963056240668491,132.0,0.0,10.0,0.0
32802,12340162,<=1L,P,CAT,0,N,28.0,10.601652515746007,132.0,0.0,2.0,0.0
32808,11803993,5_10L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
32811,10615342,5_10L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
32812,10613733,5_10L,P,CAT,0,Y,29.0,132.0,132.0,0.0,0.0,0.0
32834,12893491,5_10L,P,CAT,0,Y,30.0,0.8766068269228283,2.880754756038416,0.0,94.0,1.0
32835,12349159,<=1L,O,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
32837,12343586,<=1L,P,CAT,0,N,51.0,132.0,132.0,0.0,0.0,0.0
32842,10623419,5_10L,P,CAT,0,Y,26.0,2.3879314947804846,2.3879314947804846,0.0,138.0,2.0
32853,10189455,5_10L,S,CAT,0,N,40.0,132.0,2.0922375380257257,0.0,4.0,1.0
32860,11260183,<=1L,S,CAT,0,N,22.0,1.0737361314260008,1.53370450860007,0.0,11.0,1.0
32861,12358047,<=1L,ST,CAT,0,Y,22.0,1.1723007836775872,132.0,0.0,6.0,0.0
32904,10007062,<=1L,O,CAT,0,N,21.0,8.10468132537249,16.18698281000256,170.0,9.0,0.0
32915,11189972,5_10L,P,CAT,0,Y,35.0,8.071826441288627,132.0,0.0,11.0,0.0
32916,10615550,<=1L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
32925,11174179,<=1L,S,CAT,0,N,50.0,0.6466226383357937,2.650770567451381,0.0,30.0,1.0
32952,11450601,5_10L,P,GL Investments,0,N,27.0,1.3694300881807595,132.0,0.0,84.0,0.0
32986,12020230,5_10L,P,CAT,0,Y,34.0,5.77198455541828,10.240248790823523,0.0,34.0,2.0
32997,10MUGDHA,<=1L,ST,CAT,0,Y,25.0,1.0080263632582769,1.4351398563484838,0.0,34.0,1.0
33005,11133947,5_10L,P,CAT,0,Y,27.0,1.467994740432346,132.0,0.0,14.0,0.0
33021,11070779,<=1L,P,CAT,0,N,28.0,132.0,1.9279631176064151,0.0,0.0,1.0
33023,12687508,<=1L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
33042,10009934,<=1L,O,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
33045,10271992,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
33072,10796992,<=1L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
33093,10847118,5_10L,P,CAT,0,Y,27.0,132.0,132.0,0.0,0.0,0.0
33118,10428545,<=1L,P,CAT,0,N,39.0,132.0,132.0,0.0,0.0,0.0
33143,10890456,<=1L,P,CAT,0,N,23.0,11.981557647268216,132.0,0.0,0.0,0.0
33167,10615363,5_10L,P,CAT,0,N,35.0,132.0,132.0,0.0,0.0,0.0
33170,10536681,<=1L,S,CAT,0,Y,21.0,0.9751714791744146,2.585060799283657,0.0,12.0,1.0
33175,10051622,5_10L,P,Franchisee,0,Y,44.0,0.9094617110066904,0.8437519428389662,0.0,16.0,1.0
33178,10422023,<=1L,S,CAT,0,Y,32.0,1.4022849722646218,1.500849624516208,0.0,43.0,2.0
33188,10754226,<=1L,P,CAT,0,Y,22.0,1.895108233522553,2.4536412629482087,0.0,628.0,33.0
33212,11186725,<=1L,S,CAT,0,Y,27.0,0.8437519428389662,0.9423165950905524,0.0,14.0,1.0
33236,11460414,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
33238,10942699,1_5L,S,CAT,0,N,34.0,4.4906440761476585,5.903404091753728,0.0,415.0,19.0
33250,111NARES,5_10L,P,others,0,Y,30.0,1.0080263632582769,3.012174292373864,0.0,56.0,5.0
33251,10809601,5_10L,P,Franchisee,0,N,22.0,6.593356657514832,132.0,0.0,43.0,0.0
33255,10085457,<=1L,P,CAT,0,N,20.0,9.353166920559248,132.0,0.0,4.0,0.0
33267,1271HORA,others,others,CAT,0,N,53.0,1.0737361314260008,1.467994740432346,2047.0,22.0,1.0
33294,12345163,5_10L,P,CAT,0,N,22.0,3.4721426695479334,4.4906440761476585,0.0,110.0,24.0
33307,10002793,<=1L,S,CAT,0,N,20.0,132.0,1.2708654359291731,31.0,0.0,1.0
33337,10289543,5_10L,P,CAT,0,Y,27.0,132.0,132.0,0.0,0.0,0.0
33348,10615074,5_10L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
33349,10553958,<=1L,S,CAT,0,Y,23.0,1.2708654359291731,1.467994740432346,0.0,12.0,1.0
33375,10116163,5_10L,P,CAT,0,Y,26.0,8.794633891133593,132.0,0.0,6.0,0.0
33384,10095916,5_10L,P,CAT,0,Y,19.0,6.001968744005315,132.0,0.0,25.0,0.0
33385,10813821,<=1L,S,CAT,0,Y,38.0,132.0,3.833546394470417,0.0,34.0,1.0
33392,10329717,<=1L,S,CAT,0,N,22.0,5.44343571457966,132.0,0.0,9.0,0.0
33403,10785298,5_10L,S,CAT,0,N,18.0,0.9094617110066904,1.895108233522553,0.0,15.0,1.0
33411,11904844,1_5L,S,CAT,0,N,33.0,1.2380105518453113,4.162095235309037,0.0,63.0,2.0
33419,11051900,5_10L,P,CAT,0,Y,34.0,5.607710134998969,5.673419903166693,0.0,432.0,7.0
33458,10778529,5_10L,P,CAT,0,Y,32.0,7.743277600450005,132.0,0.0,3.0,0.0
33466,10970279,5_10L,P,CAT,0,Y,20.0,2.0922375380257257,2.125092422109588,0.0,13.0,1.0
33469,11114882,5_10L,P,CAT,0,Y,21.0,3.045029176457726,132.0,0.0,468.0,0.0
33473,10062546,<=1L,S,CAT,0,N,21.0,0.6794775224196558,0.778042174671242,0.0,31.0,2.0
33480,10474554,<=1L,P,CAT,0,N,26.0,4.392079423896072,132.0,0.0,42.0,0.0
33515,10136694,<=1L,S,CAT,0,Y,21.0,2.552205915199795,2.4536412629482087,0.0,6.0,1.0
33535,10770645,5_10L,P,CAT,0,Y,29.0,4.589208728399244,132.0,0.0,28.0,1.0
33540,10068536,5_10L,P,CAT,0,Y,33.0,132.0,1.7636886971871049,0.0,0.0,1.0
33566,10129409,5_10L,P,CAT,0,Y,44.0,132.0,132.0,0.0,0.0,0.0
33577,10998280,<=1L,S,CAT,0,N,27.0,0.6794775224196558,2.847899871954554,0.0,56.0,1.0
33639,12342581,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
33663,10633683,5_10L,P,CAT,0,Y,22.0,132.0,132.0,0.0,0.0,0.0
33688,10111990,1_5L,B,CAT,0,N,31.0,2.552205915199795,2.880754756038416,0.0,106.0,18.0
33695,10308197,5_10L,P,CAT,0,N,25.0,6.264807816676211,132.0,0.0,15.0,0.0
33723,10935449,<=1L,S,CAT,0,N,19.0,1.9608180016902768,2.1579473061934498,0.0,10.0,1.0
33747,10615032,5_10L,P,CAT,0,N,41.0,132.0,132.0,0.0,0.0,0.0
33853,10476930,5_10L,P,CAT,0,N,30.0,6.9876152665211775,132.0,0.0,6.0,0.0
33871,10615369,5_10L,P,CAT,0,N,42.0,132.0,132.0,0.0,0.0,0.0
33890,11100034,<=1L,S,CAT,0,N,32.0,4.1949501193929,132.0,0.0,38.0,0.0
33905,11198527,5_10L,others,CAT,0,N,25.0,6.231952932592349,132.0,0.0,16.0,0.0
33934,10079280,<=1L,S,CAT,0,Y,45.0,132.0,132.0,0.0,5.0,1.0
33974,10615097,<=1L,P,CAT,0,N,48.0,132.0,132.0,0.0,0.0,0.0
33987,10859104,<=1L,S,CAT,0,N,40.0,1.0408812473421387,1.0737361314260008,0.0,5.0,1.0
34001,10572218,<=1L,S,CAT,0,N,21.0,1.139445899593725,1.2051556677614492,0.0,2.0,1.0
34013,10894950,<=1L,P,CAT,0,N,33.0,0.6466226383357937,1.1723007836775872,0.0,18.0,3.0
34034,11040564,5_10L,S,CAT,0,Y,39.0,0.9751714791744146,1.2051556677614492,0.0,8.0,1.0
34049,10260075,<=1L,S,CAT,0,N,48.0,2.026527769858001,2.617915683367519,0.0,14.0,1.0
34161,11272661,5_10L,P,CAT,0,N,36.0,132.0,132.0,0.0,0.0,0.0
34165,11046488,5_10L,S,CAT,0,N,31.0,4.687773380650831,132.0,0.0,12.0,0.0
34206,12340080,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
34214,10480812,5_10L,P,CAT,0,Y,47.0,7.119034802856626,1.4351398563484838,0.0,44.0,1.0
34261,10665386,<=1L,S,CAT,0,N,18.0,0.7123324065035178,0.778042174671242,0.0,10.0,1.0
34270,12548263,<=1L,P,CAT,0,N,29.0,132.0,0.6137677542519315,0.0,0.0,1.0
34298,10205155,5_10L,P,CAT,0,N,24.0,2.847899871954554,5.114886873741038,0.0,159.0,28.0
34299,10615062,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
34316,11034501,5_10L,P,CAT,0,N,18.0,4.457789192063796,5.114886873741038,0.0,170.0,102.0
34329,12348181,1_5L,S,CAT,0,N,27.0,3.373578017296347,4.753483148818555,0.0,372.0,4.0
34331,10701990,5_10L,P,CAT,0,Y,31.0,132.0,132.0,0.0,0.0,0.0
34371,10601986,<=1L,S,CAT,0,N,35.0,5.804839439502142,132.0,0.0,17.0,0.0
34390,11081997,<=1L,others,CAT,0,N,61.0,1.467994740432346,1.6322691608516564,2762.0,111.0,1.0
34403,10091138,<=1L,S,CAT,0,N,27.0,132.0,2.617915683367519,31.0,0.0,1.0
34423,12874378,5_10L,P,CAT,0,Y,36.0,132.0,1.2708654359291731,0.0,0.0,1.0
34447,10593566,<=1L,S,CAT,0,N,23.0,132.0,1.0080263632582769,0.0,0.0,1.0
34451,11812019,<=1L,ST,CAT,0,Y,26.0,1.2380105518453113,2.585060799283657,131268.0,382.0,78.0
34470,10386464,5_10L,P,CAT,0,Y,22.0,132.0,132.0,0.0,0.0,0.0
34472,12340014,5_10L,P,CAT,0,N,28.0,132.0,1.9608180016902768,0.0,0.0,1.0
34489,10921001,5_10L,P,others,0,Y,37.0,3.932111046722002,132.0,0.0,17.0,0.0
34502,10602714,<=1L,S,Brp,0,N,23.0,132.0,2.683625451535243,0.0,0.0,1.0
34520,12809951,<=1L,P,CAT,0,N,26.0,132.0,1.6979789290193803,0.0,0.0,1.0
34533,11259744,<=1L,S,CAT,0,Y,21.0,2.94646452420614,132.0,0.0,5.0,0.0
34537,10335105,5_10L,P,Franchisee,0,Y,19.0,3.0778840605415883,132.0,0.0,62.0,0.0
34543,10768901,5_10L,P,CAT,0,Y,23.0,1.53370450860007,2.190802190277312,0.0,21.0,2.0
34545,10615104,<=1L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
34558,11068647,<=1L,S,CAT,0,N,18.0,1.0080263632582769,2.4536412629482087,0.0,76.0,1.0
34572,10615217,5_10L,P,CAT,0,Y,23.0,4.654918496566969,132.0,0.0,6.0,0.0
34576,10643998,<=1L,P,CAT,0,Y,43.0,1.2380105518453113,6.921905498353453,0.0,43.0,5.0
34605,10615128,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
34631,10615365,5_10L,P,CAT,0,N,38.0,132.0,132.0,0.0,0.0,0.0
34673,10869930,5_10L,S,CAT,0,N,21.0,3.0778840605415883,132.0,0.0,1.0,0.0
34686,10031003,1_5L,S,CAT,0,N,28.0,0.9094617110066904,132.0,0.0,3.0,0.0
34702,10131709,<=1L,S,CAT,0,Y,20.0,3.439287785464072,132.0,0.0,3.0,0.0
34772,11031990,<=1L,B,CAT,0,N,31.0,4.884902685154003,132.0,0.0,45.0,0.0
34791,10615260,<=1L,P,CAT,0,N,32.0,132.0,132.0,0.0,0.0,0.0
34792,10346435,<=1L,S,CAT,0,N,28.0,1.6979789290193803,2.683625451535243,0.0,7.0,1.0
34808,12266503,5_10L,P,CAT,0,N,39.0,1.0408812473421387,5.607710134998969,0.0,283.0,6.0
34841,100SIGMN,<=1L,S,CAT,0,N,26.0,3.340723133212485,132.0,0.0,6.0,0.0
34844,10792157,5_10L,P,CAT,0,Y,30.0,1.500849624516208,1.53370450860007,0.0,192.0,3.0
34858,11119634,<=1L,S,CAT,0,N,25.0,1.0737361314260008,1.0408812473421387,0.0,13.0,1.0
34860,10917793,<=1L,S,CAT,0,Y,20.0,1.0408812473421387,1.0080263632582769,0.0,2.0,1.0
34865,10976552,5_10L,P,CAT,0,N,23.0,2.880754756038416,3.045029176457726,0.0,46.0,4.0
34873,12301997,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
34920,10864300,5_10L,P,CAT,0,Y,23.0,6.724776193850281,132.0,0.0,26.0,0.0
34929,10851002,5_10L,P,CAT,0,N,18.0,132.0,132.0,0.0,0.0,0.0
34940,1122RANJ,1_5L,O,CAT,0,N,29.0,1.139445899593725,132.0,0.0,4.0,0.0
34945,10172464,5_10L,others,CAT,0,N,19.0,6.724776193850281,132.0,0.0,19.0,0.0
34984,10140822,5_10L,P,CAT,0,N,20.0,7.151889686940488,132.0,0.0,4.0,0.0
35001,10621243,5_10L,S,CAT,0,N,27.0,1.6651240449355185,1.6322691608516564,0.0,1.0,1.0
35007,11973148,1_5L,S,CAT,0,N,39.0,7.119034802856626,132.0,0.0,22.0,0.0
35014,10673386,5_10L,S,CAT,0,Y,33.0,2.847899871954554,132.0,0.0,13.0,0.0
35026,10615322,<=1L,P,CAT,0,N,21.0,132.0,1.0408812473421387,0.0,0.0,1.0
35062,10111658,<=1L,S,CAT,0,N,18.0,1.5994142767677944,1.6322691608516564,0.0,16.0,2.0
35067,10852550,<=1L,S,CAT,0,N,19.0,3.4064329013802093,3.4721426695479334,0.0,7.0,1.0
35077,11320170,<=1L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
35088,11294251,5_10L,P,CAT,0,Y,32.0,132.0,132.0,0.0,0.0,0.0
35090,11254964,5_10L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
35100,1000SUSH,<=1L,O,CAT,0,N,27.0,132.0,132.0,0.0,69.0,0.0
35111,10863102,<=1L,S,Brp,0,N,19.0,0.6466226383357937,2.125092422109588,31.0,208.0,46.0
35193,10615096,5_10L,P,CAT,0,Y,29.0,132.0,132.0,0.0,0.0,0.0
35200,11185300,<=1L,S,CAT,0,N,22.0,5.180596641908762,132.0,0.0,8.0,0.0
35206,10615112,<=1L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
35212,10615011,<=1L,others,CAT,0,N,63.0,1.3694300881807595,1.2708654359291731,0.0,14.0,1.0
35230,11278469,5_10L,P,CAT,0,N,47.0,132.0,132.0,0.0,0.0,0.0
35236,11196994,<=1L,S,CAT,0,N,26.0,1.4351398563484838,1.862253349438691,0.0,49.0,5.0
35245,11072666,5_10L,P,GL Investments,0,Y,26.0,4.622063612483107,132.0,0.0,21.0,0.0
35262,10175691,5_10L,S,CAT,0,N,40.0,1.4351398563484838,3.8006915103865535,0.0,124.0,72.0
35299,12341490,5_10L,P,CAT,0,N,22.0,132.0,1.4351398563484838,0.0,0.0,1.0
35307,1001SSSS,1_5L,S,CAT,0,N,28.0,2.1579473061934498,4.162095235309037,0.0,61.0,3.0
35322,10240167,<=1L,S,CAT,0,Y,21.0,1.500849624516208,132.0,0.0,6.0,0.0
35335,11172183,<=1L,ST,CAT,0,N,22.0,4.4906440761476585,132.0,0.0,5.0,0.0
35338,10898388,5_10L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
35351,10939997,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
35353,10735778,5_10L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
35369,12789462,<=1L,O,CAT,0,N,19.0,10.930201356584629,0.5152031020003452,0.0,14.0,1.0
35398,10989326,5_10L,P,CAT,0,Y,49.0,6.001968744005315,132.0,0.0,1.0,0.0
35400,1234JAYD,1_5L,B,GL Investments,0,Y,28.0,1.4351398563484838,5.542000366831245,0.0,455.0,9.0
35410,10395760,<=1L,S,CAT,0,N,45.0,5.246306410076486,132.0,0.0,4.0,0.0
35460,12640672,5_10L,P,CAT,0,Y,43.0,5.114886873741038,132.0,0.0,9.0,0.0
35462,12349717,<=1L,P,CAT,0,N,40.0,132.0,132.0,0.0,0.0,0.0
35469,10977243,<=1L,P,CAT,0,N,36.0,132.0,132.0,0.0,0.0,0.0
35481,10796536,5_10L,S,CAT,0,N,19.0,0.6794775224196558,1.0737361314260008,0.0,10.0,5.0
35489,11752033,<=1L,P,CAT,0,N,46.0,1.7636886971871049,1.467994740432346,0.0,300.0,1.0
35493,11196262,<=1L,S,CAT,0,N,43.0,4.260659887560624,132.0,0.0,3.0,0.0
35501,11551965,5_10L,P,CAT,0,N,22.0,3.767836626302692,5.804839439502142,0.0,276.0,14.0
35529,12342468,<=1L,O,CAT,0,N,23.0,15.464175360157595,132.0,0.0,0.0,0.0
35531,10959382,5_10L,P,CAT,0,N,31.0,132.0,1.0408812473421387,31.0,0.0,1.0
35596,10615280,<=1L,P,CAT,0,N,45.0,132.0,132.0,0.0,0.0,0.0
35599,12340910,1_5L,S,CAT,0,N,25.0,1.6651240449355185,132.0,0.0,50.0,0.0
35607,12349729,<=1L,ST,CAT,0,N,26.0,2.617915683367519,132.0,0.0,63.0,0.0
35664,11157908,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
35670,10023094,<=1L,S,CAT,0,Y,21.0,132.0,0.8108970587551041,0.0,0.0,1.0
35683,11145822,<=1L,S,CAT,0,Y,21.0,1.9279631176064151,2.4207863788643467,0.0,9.0,1.0
35684,11039683,5_10L,P,CAT,0,Y,19.0,6.067678512173039,132.0,0.0,17.0,0.0
35696,11153656,<=1L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
35727,10531438,<=1L,S,CAT,0,N,36.0,1.862253349438691,2.880754756038416,0.0,12.0,1.0
35729,1234RAVA,<=1L,ST,CAT,0,N,22.0,1.6322691608516564,1.6322691608516564,0.0,4.0,1.0
35741,10220297,5_10L,S,CAT,0,N,19.0,1.2380105518453113,1.2380105518453113,0.0,2.0,3.0
35753,10831597,5_10L,P,CAT,0,Y,22.0,4.260659887560624,132.0,0.0,134.0,0.0
35788,11065679,<=1L,P,CAT,0,N,32.0,132.0,132.0,0.0,0.0,0.0
35837,11720919,<=1L,ST,CAT,0,N,21.0,3.7349817422188303,132.0,0.0,33.0,0.0
35875,10355228,<=1L,S,CAT,0,Y,22.0,2.3222217266127605,2.650770567451381,0.0,7.0,2.0
35878,10589156,<=1L,S,CAT,0,N,20.0,2.4207863788643467,2.617915683367519,0.0,24.0,3.0
35897,11110AJT,1_5L,S,CAT,0,N,26.0,3.9649659308058647,4.030675698973589,0.0,534.0,7.0
35925,10665846,5_10L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
35955,11171994,5_10L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
35964,10615128,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
35973,10723587,5_10L,P,CAT,0,Y,19.0,132.0,132.0,0.0,0.0,0.0
35976,10615351,5_10L,P,CAT,0,Y,28.0,132.0,132.0,0.0,0.0,0.0
35978,12632579,5_10L,P,CAT,0,Y,41.0,132.0,132.0,0.0,0.0,0.0
35988,10206958,5_10L,P,CAT,0,Y,29.0,6.363372468927798,132.0,0.0,3.0,0.0
36023,10743466,<=1L,S,CAT,0,Y,19.0,0.6794775224196558,1.0080263632582769,0.0,13.0,1.0
36051,10290737,<=1L,P,Franchisee,0,N,19.0,0.7123324065035178,0.6137677542519315,0.0,14.0,1.0
36068,10170915,5_10L,S,CAT,0,Y,25.0,4.260659887560624,132.0,0.0,1.0,0.0
36105,11101099,1_5L,S,CAT,0,N,45.0,4.720628264734693,132.0,0.0,38.0,0.0
36107,10768116,5_10L,P,CAT,0,N,33.0,132.0,132.0,0.0,0.0,0.0
36110,10071989,1_5L,S,CAT,0,Y,36.0,5.903404091753728,132.0,0.0,6.0,0.0
36119,11189790,<=1L,S,CAT,0,N,32.0,1.829398465354829,132.0,0.0,73.0,0.0
36138,11215395,5_10L,P,CAT,0,Y,29.0,1.2380105518453113,132.0,0.0,13.0,0.0
36159,10445570,5_10L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
36174,11982200,5_10L,P,CAT,0,Y,31.0,3.702126858134968,132.0,0.0,344.0,0.0
36192,10669500,<=1L,S,CAT,0,Y,21.0,132.0,1.2051556677614492,0.0,0.0,1.0
36196,10662958,<=1L,S,CAT,0,Y,19.0,1.2380105518453113,1.6651240449355185,0.0,11.0,1.0
36202,11061999,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
36241,10191994,<=1L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
36246,10596732,<=1L,S,CAT,0,Y,27.0,1.3037203200130354,1.2051556677614492,0.0,34.0,1.0
36301,10803723,<=1L,S,CAT,0,N,30.0,132.0,1.7308338131032426,0.0,0.0,1.0
36320,10337189,<=1L,S,CAT,0,N,21.0,2.585060799283657,2.585060799283657,0.0,6.0,5.0
36328,12060895,1_5L,others,CAT,0,Y,48.0,6.166243164424625,132.0,0.0,35.0,0.0
36361,10306952,5_10L,S,Brp,0,Y,21.0,0.8108970587551041,1.7636886971871049,0.0,64.0,1.0
36362,11095537,5_10L,S,CAT,0,N,41.0,2.4207863788643467,132.0,0.0,10.0,0.0
36363,10252947,<=1L,S,CAT,0,N,23.0,132.0,1.7636886971871049,0.0,0.0,1.0
36375,10484699,<=1L,S,CAT,0,Y,33.0,3.603562205883382,132.0,0.0,70.0,0.0
36394,10205400,5_10L,S,CAT,0,Y,20.0,132.0,132.0,0.0,0.0,0.0
36419,11285830,<=1L,P,CAT,0,N,25.0,3.899256162638141,132.0,0.0,2.0,0.0
36441,12342069,5_10L,S,CAT,0,N,31.0,1.7636886971871049,8.794633891133593,0.0,33.0,1.0
36442,10987378,<=1L,S,CAT,0,N,32.0,132.0,1.862253349438691,0.0,0.0,1.0
36451,12376411,<=1L,P,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
36465,11121314,<=1L,S,CAT,0,N,26.0,0.6794775224196558,2.913609640122278,3825.0,466.0,31.0
36466,10899680,1_5L,S,CAT,0,N,28.0,1.0080263632582769,2.3550766106966226,0.0,1174.0,196.0
36477,10403727,5_10L,P,CAT,0,Y,34.0,1.53370450860007,132.0,0.0,7.0,0.0
36493,11044925,5_10L,P,CAT,0,Y,27.0,132.0,132.0,0.0,0.0,0.0
36494,10317645,<=1L,S,CAT,0,N,25.0,1.0408812473421387,1.0737361314260008,0.0,4.0,2.0
36497,10423866,<=1L,P,CAT,0,N,26.0,11.58729903826187,132.0,0.0,7.0,0.0
36513,12347207,<=1L,P,CAT,0,N,30.0,2.7821901037868297,6.790485962018005,0.0,338.0,58.0
36515,10615366,5_10L,P,CAT,0,Y,41.0,132.0,132.0,0.0,0.0,0.0
36519,11081997,<=1L,others,CAT,0,N,61.0,1.467994740432346,1.6322691608516564,2762.0,111.0,1.0
36521,11193461,5_10L,P,CAT,0,N,20.0,7.151889686940488,132.0,0.0,15.0,0.0
36540,10217486,<=1L,S,CAT,0,N,20.0,2.847899871954554,2.913609640122278,0.0,9.0,1.0
36555,10477646,1_5L,S,CAT,0,N,21.0,0.6137677542519315,3.373578017296347,0.0,173.0,1.0
36563,10893889,5_10L,P,CAT,0,Y,29.0,8.334665513959523,132.0,0.0,16.0,0.0
36567,10022369,5_10L,S,CAT,0,N,25.0,1.6979789290193803,132.0,0.0,9.0,0.0
36599,11240949,5_10L,P,CAT,0,Y,28.0,5.279161294160349,132.0,0.0,5.0,0.0
36609,12012386,<=1L,ST,CAT,0,N,21.0,132.0,1.467994740432346,0.0,0.0,1.0
36612,10919412,<=1L,S,CAT,0,Y,27.0,3.340723133212485,132.0,0.0,23.0,0.0
36613,12247168,<=1L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
36647,11227277,<=1L,S,CAT,0,Y,58.0,2.059382653941864,132.0,0.0,141.0,0.0
36657,11309001,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
36673,10276152,5_10L,P,CAT,0,Y,30.0,2.125092422109588,132.0,0.0,5.0,0.0
